"Avaliando IDEPB - 2017
RESULTADOS POR ESCOLA
LÍNGUA PORTUGUESA/MATEMÁTICA
Rede Estadual";;;;;;;;;;;;;
Retorna Índice.;;;;;;;;;;;;;
Código da Etapa de Escolaridade;Etapa de Escolaridade;Rede de Ensino;Código de GRE;GRE;Código de Município;Município;Código da Escola;Escola;Nota Média Padronizada - LP;Nota Média Padronizada - MT;Indicador de Desempenho;Indicador de Fluxo;IDEPB
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25151401;EEEFM ANTONIO GUEDES DE ANDRADE;4,77;3,92;4,35;0,75;3,27
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25152815;EEEFM ISABEL RODRIGUES DE MELO;4,68;4,18;4,43;0,79;3,51
27;3ª série do Ensino Médio;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500577;ALGODAO DE JANDAIRA;25152823;EEEFM EUCLIDES MOUZINHO SANTOS;3,52;3,44;3,48;0,87;3,01
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501351;ASSUNCAO;25050478;EEEF DE VEREADOR JOAO MARTINIANO DOS SANTOS;4,12;4,28;4,20;0,86;3,61
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2516508;TAPEROA;25050486;EEEF E EJA FELIX DALTRO;4,80;4,61;4,70;0,88;4,15
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2502508;BOQUEIRAO;25051652;EEEF PROFESSORA TEREZINHA LEAL;5,03;4,87;4,95;0,87;4,30
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2503100;CABACEIRAS;25053159;EEEF CLOVIS PEDROSA;6,14;5,78;5,96;1,00;5,96
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512705;REMIGIO;25057839;EEEF DR CUNHA LIMA;5,47;5,05;5,26;0,93;4,90
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2516102;SOLEDADE;25058371;EEEF E EJA PADRE JOSE ANTONIO MARIA IBIAPINA;5,08;4,90;4,99;0,96;4,78
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2515104;SAO SEBASTIAO DE LAGOA DE ROCA;25062239;EEEF ELIDIO SOBREIRA;5,80;5,57;5,69;1,00;5,69
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500304;ALAGOA GRANDE;25062654;EEEF APOLLONIO ZENAYDE;5,30;4,95;5,12;0,86;4,41
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500304;ALAGOA GRANDE;25062670;EEEF DE DEMONSTRACAO ALAGOA GRANDE;4,67;4,51;4,59;0,92;4,25
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509339;MATINHAS;25063405;EEEF POETA MARIO VIEIRA DA SILVA;4,51;4,93;4,72;0,91;4,27
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500403;ALAGOA NOVA;25063421;EEEF PROF CARDOSO;5,66;5,67;5,66;0,94;5,33
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501104;AREIA;25064142;EEEF ALVARO MACHADO;4,37;4,17;4,27;0,85;3,61
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501104;AREIA;25064169;EEEF MONS JOAO COUTINHO;4,86;5,10;4,98;0,94;4,70
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25070703;CAIC JOSE JOFILLY;5,66;5,07;5,37;0,64;3,43
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25071939;ESC EST AUDIO COMUNICACAO DE C GRANDE;2,46;2,59;2,53;0,23;0,59
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072056;EEEFM POETA CARLOS DRUMOND DE ANDRADE;5,40;5,37;5,39;0,83;4,47
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072196;EEEF ANTONIO VICENTE;5,89;5,26;5,58;0,94;5,27
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072200;EEEIF AUGUSTO DOS ANJOS;5,04;4,87;4,96;0,92;4,55
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072285;EEEF MURILO BRAGA;4,59;4,68;4,63;0,64;2,95
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072315;EEEF SANTO ANTONIO;6,32;5,90;6,11;0,99;6,04
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072340;EEEF ALCEU DO AMOROSO LIMA;5,26;5,05;5,15;0,85;4,40
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25076590;EEEFM JOSE MIGUEL LEAO;3,83;4,01;3,92;0,82;3,20
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2506103;FAGUNDES;25077163;EEEF FREI ALBERTO;4,54;4,58;4,56;0,97;4,44
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512408;PUXINANA;25078577;EEEF CONEGO ANTONIO GALDINO;5,38;5,06;5,22;0,92;4,79
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512507;QUEIMADAS;25079115;EEEF JOSE TAVARES;5,23;5,30;5,26;0,97;5,09
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2515807;SERRA REDONDA;25080016;EEEFM DOM ADAUTO;4,63;4,35;4,49;0,75;3,36
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501302;AROEIRAS;25083597;EEEF MAJOR JOSE BARBOSA;4,51;4,33;4,42;0,82;3,61
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509909;NATUBA;25084542;EEEF DR CARLOS PESSOA;4,22;4,32;4,27;0,93;3,98
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25114034;EEEF DOM HELDER CAMARA;5,27;5,41;5,34;0,76;4,05
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25114433;EEEF SENADOR HUMBERTO LUCENA;5,03;4,66;4,85;0,83;4,03
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25117459;EEEFM PREFEITO WILLIAMS DE SOUSA ARRUDA;5,58;5,27;5,43;0,94;5,08
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2502508;BOQUEIRAO;25117700;EEEF SEVERINO BARBOSA CAMELO;4,14;4,35;4,25;0,74;3,13
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25117866;EEEF POETISA VICENTINA FIGUEIREDO VITAL DO REGO;4,45;4,82;4,63;0,85;3,95
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2507705;JUAZEIRINHO;25118358;EEEF DEPUTADO PEDRO PASCOAL DE OLIVEIRA;5,13;5,81;5,47;0,78;4,28
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500304;ALAGOA GRANDE;25123319;EEEF MANOEL BARBOSA DE LUCENA;3,80;3,81;3,81;0,80;3,06
18;5º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25251945;EEEF ZULEIDE CAVALCANTE PORTO;3,84;4,28;4,06;0,82;3,33
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2507705;JUAZEIRINHO;25041525;EEEFM MARECHAL ALMEIDA BARRETO;4,34;4,41;4,37;0,58;2,54
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2508505;LIVRAMENTO;25045059;EEEFM JOAO LELYS;5,16;4,75;4,95;0,69;3,42
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2516508;TAPEROA;25050435;EEEFM MELQUIADES VILAR;5,02;5,31;5,16;0,71;3,65
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2502508;BOQUEIRAO;25051580;EEEFM CONSELHEIRO JOSE BRAZ DO REGO;4,73;4,95;4,84;0,78;3,80
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500536;ALCANTIL;25051598;EEEFM DE ALCANTIL;5,04;4,75;4,89;0,63;3,06
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504355;CATURITE;25052802;EEEFM FELIX ARAUJO;3,77;3,85;3,81;0,92;3,49
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2503100;CABACEIRAS;25053159;EEEF CLOVIS PEDROSA;5,75;6,19;5,97;0,87;5,20
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2513943;SAO DOMINGOS DO CARIRI;25053493;EEEFM FRANCISCO DEODATO DO NASCIMENTO;6,01;6,09;6,05;0,91;5,53
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500908;ARARA;25054767;EEEF ANESIO DEODONIO MORENO;4,33;4,19;4,26;0,64;2,72
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512705;REMIGIO;25057839;EEEF DR CUNHA LIMA;5,11;5,20;5,15;0,71;3,65
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2516102;SOLEDADE;25058304;EEEFM DR TRAJANO NOBREGA;4,54;4,60;4,57;0,79;3,64
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501203;AREIAL;25061402;EEEFM FRANCISCO A SILVA;4,31;4,30;4,31;0,70;3,02
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2506004;ESPERANCA;25061739;EEEFM IRINEU JOFFILY;3,32;3,83;3,58;0,64;2,29
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2515104;SAO SEBASTIAO DE LAGOA DE ROCA;25062220;EEEFM MONS JOSE BORGES;4,76;4,60;4,68;0,65;3,05
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2515104;SAO SEBASTIAO DE LAGOA DE ROCA;25062239;EEEF ELIDIO SOBREIRA;5,30;5,13;5,21;0,87;4,55
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500304;ALAGOA GRANDE;25062638;EEEFM PADRE HILDON BANDEIRA;3,85;4,17;4,01;0,75;3,03
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500304;ALAGOA GRANDE;25062670;EEEF DE DEMONSTRACAO ALAGOA GRANDE;4,40;4,84;4,62;0,81;3,73
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500403;ALAGOA NOVA;25063340;EEEFM MONSENHOR JOSE BORGES DE CARVALHO;5,03;4,85;4,94;0,69;3,39
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509339;MATINHAS;25063359;EEEFM DESEMBARGADOR ARTUR VIRGINIO DE MOURA;4,88;4,70;4,79;0,58;2,76
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509339;MATINHAS;25063405;EEEF POETA MARIO VIEIRA DA SILVA;3,21;5,48;4,34;0,74;3,20
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500403;ALAGOA NOVA;25063421;EEEF PROF CARDOSO;5,48;5,26;5,37;0,76;4,07
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501104;AREIA;25064126;EEEIEFM CARLOTA BARREIRA;4,52;4,83;4,68;0,71;3,33
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501104;AREIA;25064134;EEEFM MIN J A ALMEIDA;4,68;4,77;4,72;0,71;3,34
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501104;AREIA;25064142;EEEF ALVARO MACHADO;4,29;3,82;4,05;0,52;2,11
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25070703;CAIC JOSE JOFILLY;4,79;4,47;4,63;0,76;3,53
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25071394;EEEFM MONSENHOR SALES;2,79;3,44;3,11;0,57;1,76
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25071939;ESC EST AUDIO COMUNICACAO DE C GRANDE;1,87;2,15;2,01;0,38;0,77
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072005;EEEFM ADEMAR VELOSO SILVEIRA;5,59;5,43;5,51;0,67;3,69
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072013;EEEFM PROF RAUL CORDULA;5,55;5,25;5,40;0,78;4,22
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072021;EEEFM SEN ARGEMIRO DE FIGUEIREDO;4,78;4,81;4,79;0,58;2,80
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072056;EEEFM POETA CARLOS DRUMOND DE ANDRADE;5,46;4,98;5,22;0,73;3,80
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072064;EEEF MARIA AUGUSTA LUCENA BRITO;5,34;4,58;4,96;0,85;4,23
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072080;EEEF NINA ALVES DE LIMA;3,34;3,40;3,37;0,57;1,92
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072099;EEEFM ASSIS CHATEAUBRIAND;4,08;4,39;4,24;0,61;2,58
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072102;EEEFM DEP ALVARO GAUDENCIO DE QUEIROZ;4,48;4,82;4,65;0,84;3,90
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072110;EEEFM FELIX ARAUJO;4,78;4,67;4,72;0,75;3,54
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072129;EEEFM SAO SEBASTIAO;4,46;4,26;4,36;0,78;3,41
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072137;EEEFM PROF ANESIO LEAO;4,39;4,56;4,48;0,76;3,38
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072145;EEEFM DOM LUIZ GONZAGA FERNANDES;5,08;5,00;5,04;0,68;3,45
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072161;EEEF NOSSA SENHORA DO ROSARIO;5,32;5,30;5,31;0,90;4,77
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072196;EEEF ANTONIO VICENTE;4,76;4,77;4,76;0,85;4,07
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072218;EEEFM CLEMENTINO PROCOPIO;4,33;4,63;4,48;0,62;2,76
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072226;EEEF DE APLICACAO;4,99;4,82;4,90;0,59;2,91
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072234;EEEF DE MONTE SANTO;5,32;5,19;5,26;0,63;3,31
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072242;EEEF JOSE PINHEIRO;3,87;4,04;3,96;0,62;2,47
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072277;EEEF MONTE CARMELO CEPES CGI;4,79;4,77;4,78;0,60;2,88
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072285;EEEF MURILO BRAGA;4,72;4,93;4,83;0,66;3,20
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072293;EEEF NOSSA SENHORA APARECIDA;4,73;4,90;4,82;0,61;2,92
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072307;EEEF SOLON DE LUCENA;5,32;5,06;5,19;0,77;3,98
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072340;EEEF ALCEU DO AMOROSO LIMA;5,55;5,29;5,42;0,65;3,52
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072374;EEEF MA EMILIA O DE ALMEIDA;5,12;4,73;4,92;0,78;3,84
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072404;EEEFM RUBENS DUTRA II;4,64;4,40;4,52;0,69;3,10
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25072412;EEEFM ESCRITOR VIRGINIUS DA GAMA E MELO;4,55;4,86;4,70;0,68;3,18
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25076400;EEEFM PROF ANTONIO OLIVEIRA;4,98;4,67;4,82;0,43;2,07
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25076582;EEEFM IRMA JOAQUINA SAMPAIO;3,81;3,84;3,83;0,91;3,49
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25076590;EEEFM JOSE MIGUEL LEAO;4,58;4,54;4,56;0,77;3,53
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2506103;FAGUNDES;25077147;EEEFM JOANA EMILIA DA SILVA;4,86;4,86;4,86;0,82;3,98
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2508307;LAGOA SECA;25077759;EEEFM FRANCISCA MARTINIANO DA ROCHA;3,82;4,02;3,92;0,75;2,94
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509206;MASSARANDUBA;25078135;EEEFM MARIA ZECA SOUZA;3,25;3,63;3,44;0,79;2,72
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509206;MASSARANDUBA;25078143;EEEFM EVERALDO AGRA;4,15;4,42;4,28;0,76;3,24
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512408;PUXINANA;25078550;EEEFM PLINIO LEMOS;4,11;4,15;4,13;0,67;2,77
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512408;PUXINANA;25078569;EEEF SEVERIANO PEDRO DO NASCIMENTO;4,63;4,55;4,59;0,74;3,39
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512507;QUEIMADAS;25078992;EEEFM FRANCISCO E DO REGO;3,80;3,97;3,88;0,60;2,34
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512507;QUEIMADAS;25079115;EEEF JOSE TAVARES;5,04;4,80;4,92;0,89;4,40
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2515807;SERRA REDONDA;25080016;EEEFM DOM ADAUTO;3,19;3,42;3,31;0,78;2,57
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2507200;ITATUBA;25081888;EEEFM JOSE R DE ATAIDE;4,35;4,65;4,50;0,62;2,81
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2501302;AROEIRAS;25083490;EEEFM DEP CARLOS PESSOA FILHO;3,99;4,14;4,06;0,87;3,53
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2509909;NATUBA;25084526;EEEFM DR FRANCISCO DE ALBUQUERQUE MONTENEGRO;3,74;3,75;3,75;0,69;2,59
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2517001;UMBUZEIRO;25084950;EEEFM PRESIDENTE JOAO PESSOA;3,53;4,01;3,77;0,84;3,16
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25114034;EEEF DOM HELDER CAMARA;5,00;5,27;5,14;0,71;3,64
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25114433;EEEF SENADOR HUMBERTO LUCENA;5,33;5,45;5,39;0,69;3,73
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25114808;EEEFM PROF ITAN PEREIRA;5,73;5,27;5,50;0,77;4,26
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25117459;EEEFM PREFEITO WILLIAMS DE SOUSA ARRUDA;5,77;5,18;5,48;0,66;3,59
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25117688;EEEF IRMA STEFANIE;4,32;4,47;4,40;0,59;2,60
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2502508;BOQUEIRAO;25117700;EEEF SEVERINO BARBOSA CAMELO;4,25;4,34;4,29;0,67;2,86
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25117858;EEEF REITOR EDVALDO DO O;4,65;4,26;4,45;0,68;3,03
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25117866;EEEF POETISA VICENTINA FIGUEIREDO VITAL DO REGO;5,57;5,19;5,38;0,82;4,38
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25120670;EEEFM MAJOR VENEZIANO VITAL DO REGO;4,49;4,39;4,44;0,58;2,59
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2500304;ALAGOA GRANDE;25123319;EEEF MANOEL BARBOSA DE LUCENA;5,31;5,91;5,61;0,50;2,82
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25123998;ESCOLA WALNYZA BORBOREMA CUNHA;5,50;4,99;5,25;0,85;4,44
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2512507;QUEIMADAS;25126415;EEEFM TEREZA ALVES DE MOURA;4,34;3,94;4,14;0,60;2,50
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25151401;EEEFM ANTONIO GUEDES DE ANDRADE;5,80;4,64;5,22;0,95;4,97
41;9º ano do Ensino Fundamental;ESTADUAL;3;3ª GRE-CAMPINA GRANDE;2504009;CAMPINA GRANDE;25251945;EEEF ZULEIDE CAVALCANTE PORTO;3,84;3,95;3,89;0,51;1,99
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2505006;CUBATI;25040820;EEEFM IOLANDA TEREZA CHAVES LIMA;4,79;4,75;4,77;0,76;3,60
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2506202;FREI MARTINHO;25041185;EEEM PREFEITO AGUITONIO DANTAS;4,56;4,20;4,38;0,89;3,89
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2510303;NOVA PALMEIRA;25042351;EEEFM ANTONIO COELHO DANTAS;5,52;5,72;5,62;0,96;5,37
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2511103;PEDRA LAVRADA;25042661;EEEM GRACILIANO FONTINI LORDAO;4,35;4,16;4,25;0,85;3,60
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2511400;PICUI;25043269;EEEM SEVERINO GREGORIO DANTAS;4,25;3,95;4,10;0,81;3,32
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2511400;PICUI;25043277;EEEFM PROFESSOR LORDAO;4,75;4,31;4,53;0,86;3,92
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2515401;SAO VICENTE DO SERIDO;25043897;EEEFM CICERO DOS ANJOS;4,11;3,94;4,03;0,80;3,21
27;3ª série do Ensino Médio;ESTADUAL;4;4ª GRE-CUITE;2501609;BARRA DE SANTA ROSA;25055046;EEEFM JOSE LUIZ NETO;4,31;4,16;4,23;0,76;3,20
